District,Year,Enrollment Type,County,District Classification,Enrollment Breakdown,Metric,Region,Col Label,Color Desc,Performance Level Label,Row Label,Status %
Cajon Valley Union,2016,SwD,San Diego,Elementary School District,Disability Status,priorstatus,San Diego/Imperial,Maintained,Red,"Very High, Maintained (Red )",Very High,7.10%
Cajon Valley Union,2016,Black,San Diego,Elementary School District,Race/Ethnicity,priorstatus,San Diego/Imperial,Maintained,Red,"Very High, Maintained (Red )",Very High,6.40%
Cajon Valley Union,2016,All Students,San Diego,Elementary School District,All Students,priorstatus,San Diego/Imperial,Increased,Orange,"High, Increased (Orange )",High,2.80%
Cajon Valley Union,2016,Econ Disadv,San Diego,Elementary School District,Economic Status,priorstatus,San Diego/Imperial,Increased,Orange,"High, Increased (Orange )",High,3.40%
Cajon Valley Union,2016,Hispanic,San Diego,Elementary School District,Race/Ethnicity,priorstatus,San Diego/Imperial,Increased,Orange,"High, Increased (Orange )",High,2.50%
Cajon Valley Union,2016,White,San Diego,Elementary School District,Race/Ethnicity,priorstatus,San Diego/Imperial,Increased,Orange,"High, Increased (Orange )",High,2.60%
Cajon Valley Union,2014,SwD,San Diego,Elementary School District,Disability Status,priorstatus,San Diego/Imperial,Declined,Yellow,"High, Declined (Yellow )",High,6.50%
Cajon Valley Union,2014,Econ Disadv,San Diego,Elementary School District,Economic Status,priorstatus,San Diego/Imperial,Declined,Yellow,"High, Declined (Yellow )",High,3.80%
Cajon Valley Union,2014,Pacific Isle,San Diego,Elementary School District,Race/Ethnicity,priorstatus,San Diego/Imperial,Declined Significantly,Yellow,"High, Declined Significantly (Yellow )",High,5.40%
Cajon Valley Union,2014,White,San Diego,Elementary School District,Race/Ethnicity,priorstatus,San Diego/Imperial,Maintained,Yellow,"Medium, Maintained (Yellow )",Medium,2.50%
Cajon Valley Union,2014,All Students,San Diego,Elementary School District,All Students,priorstatus,San Diego/Imperial,Declined,Green,"Medium, Declined (Green )",Medium,3.20%
Cajon Valley Union,2014,Hispanic,San Diego,Elementary School District,Race/Ethnicity,priorstatus,San Diego/Imperial,Declined,Green,"Medium, Declined (Green )",Medium,3.10%
Cajon Valley Union,2014,Two or More,San Diego,Elementary School District,Race/Ethnicity,priorstatus,San Diego/Imperial,Declined,Green,"Medium, Declined (Green )",Medium,2.90%
Cajon Valley Union,2018,Black,San Diego,Elementary School District,Race/Ethnicity,currstatus,San Diego/Imperial,Increased Significantly,Red,"Very High, Increased Significantly (Red )",Very High,8.80%
Cajon Valley Union,2018,SwD,San Diego,Elementary School District,Disability Status,currstatus,San Diego/Imperial,Increased,Red,"Very High, Increased (Red )",Very High,7.80%
Cajon Valley Union,2018,Amer Indian,San Diego,Elementary School District,Race/Ethnicity,currstatus,San Diego/Imperial,Increased,Red,"Very High, Increased (Red )",Very High,6.70%
Cajon Valley Union,2018,All Students,San Diego,Elementary School District,All Students,currstatus,San Diego/Imperial,Increased,Orange,"High, Increased (Orange )",High,3.70%
Cajon Valley Union,2018,Econ Disadv,San Diego,Elementary School District,Economic Status,currstatus,San Diego/Imperial,Increased,Orange,"High, Increased (Orange )",High,4.50%
Cajon Valley Union,2018,Hispanic,San Diego,Elementary School District,Race/Ethnicity,currstatus,San Diego/Imperial,Increased,Orange,"High, Increased (Orange )",High,3.50%
Cajon Valley Union,2018,Pacific Isle,San Diego,Elementary School District,Race/Ethnicity,currstatus,San Diego/Imperial,Increased,Orange,"High, Increased (Orange )",High,3.40%
Cajon Valley Union,2018,Two or More,San Diego,Elementary School District,Race/Ethnicity,currstatus,San Diego/Imperial,Increased,Orange,"High, Increased (Orange )",High,4.30%
Cajon Valley Union,2018,White,San Diego,Elementary School District,Race/Ethnicity,currstatus,San Diego/Imperial,Maintained,Orange,"High, Maintained (Orange )",High,3.30%
Cajon Valley Union,2015,Black,San Diego,Elementary School District,Race/Ethnicity,currstatus,San Diego/Imperial,Maintained,Red,"Very High, Maintained (Red )",Very High,7.90%
Cajon Valley Union,2015,SwD,San Diego,Elementary School District,Disability Status,currstatus,San Diego/Imperial,Declined,Yellow,"High, Declined (Yellow )",High,5.20%
Cajon Valley Union,2015,Econ Disadv,San Diego,Elementary School District,Economic Status,currstatus,San Diego/Imperial,Declined,Yellow,"High, Declined (Yellow )",High,3.40%
Cajon Valley Union,2015,Pacific Isle,San Diego,Elementary School District,Race/Ethnicity,currstatus,San Diego/Imperial,Declined Significantly,Yellow,"High, Declined Significantly (Yellow )",High,3.20%
Cajon Valley Union,2016,Amer Indian,San Diego,Elementary School District,Race/Ethnicity,priorstatus,San Diego/Imperial,Declined Significantly,Yellow,"High, Declined Significantly (Yellow )",High,7.00%
Cajon Valley Union,2016,Asian,San Diego,Elementary School District,Race/Ethnicity,priorstatus,San Diego/Imperial,Maintained,Yellow,"Medium, Maintained (Yellow )",Medium,1.90%
Cajon Valley Union,2016,Two or More,San Diego,Elementary School District,Race/Ethnicity,priorstatus,San Diego/Imperial,Maintained,Yellow,"Medium, Maintained (Yellow )",Medium,2.80%
Cajon Valley Union,2016,Filipino,San Diego,Elementary School District,Race/Ethnicity,priorstatus,San Diego/Imperial,Declined,Green,"Medium, Declined (Green )",Medium,2.80%
Cajon Valley Union,2018,Asian,San Diego,Elementary School District,Race/Ethnicity,currstatus,San Diego/Imperial,Maintained,Yellow,"Medium, Maintained (Yellow )",Medium,2.00%
Cajon Valley Union,2018,Filipino,San Diego,Elementary School District,Race/Ethnicity,currstatus,San Diego/Imperial,Declined,Blue,"Very Low, Declined (Blue )",Very Low,0.00%
Cajon Valley Union,2019,SwD,San Diego,Elementary School District,Disability Status,currstatus,San Diego/Imperial,Declined,Orange,"Very High, Declined (Orange )",Very High,7.00%
Cajon Valley Union,2019,Black,San Diego,Elementary School District,Race/Ethnicity,currstatus,San Diego/Imperial,Declined,Orange,"Very High, Declined (Orange )",Very High,8.20%
Cajon Valley Union,2019,Pacific Isle,San Diego,Elementary School District,Race/Ethnicity,currstatus,San Diego/Imperial,Maintained,Orange,"High, Maintained (Orange )",High,3.30%
Cajon Valley Union,2019,White,San Diego,Elementary School District,Race/Ethnicity,currstatus,San Diego/Imperial,Maintained,Orange,"High, Maintained (Orange )",High,3.20%
Cajon Valley Union,2019,All Students,San Diego,Elementary School District,All Students,currstatus,San Diego/Imperial,Declined,Yellow,"High, Declined (Yellow )",High,3.40%
Cajon Valley Union,2019,Econ Disadv,San Diego,Elementary School District,Economic Status,currstatus,San Diego/Imperial,Declined,Yellow,"High, Declined (Yellow )",High,3.90%
Cajon Valley Union,2019,Two or More,San Diego,Elementary School District,Race/Ethnicity,currstatus,San Diego/Imperial,Declined,Yellow,"High, Declined (Yellow )",High,3.60%
Cajon Valley Union,2019,Filipino,San Diego,Elementary School District,Race/Ethnicity,currstatus,San Diego/Imperial,Increased,Orange,"Medium, Increased (Orange )",Medium,2.40%
Cajon Valley Union,2019,Amer Indian,San Diego,Elementary School District,Race/Ethnicity,currstatus,San Diego/Imperial,Declined,Green,"Medium, Declined (Green )",Medium,2.10%
Cajon Valley Union,2019,Hispanic,San Diego,Elementary School District,Race/Ethnicity,currstatus,San Diego/Imperial,Declined,Green,"Medium, Declined (Green )",Medium,2.90%
Cajon Valley Union,2016,Pacific Isle,San Diego,Elementary School District,Race/Ethnicity,priorstatus,San Diego/Imperial,Declined Significantly,Blue,"Low, Declined Significantly (Blue )",Low,3.20%
Cajon Valley Union,2015,White,San Diego,Elementary School District,Race/Ethnicity,currstatus,San Diego/Imperial,Maintained,Yellow,"Medium, Maintained (Yellow )",Medium,2.30%
Cajon Valley Union,2015,All Students,San Diego,Elementary School District,All Students,currstatus,San Diego/Imperial,Declined,Green,"Medium, Declined (Green )",Medium,2.90%
Cajon Valley Union,2015,Hispanic,San Diego,Elementary School District,Race/Ethnicity,currstatus,San Diego/Imperial,Declined,Green,"Medium, Declined (Green )",Medium,2.80%
Cajon Valley Union,2015,Two or More,San Diego,Elementary School District,Race/Ethnicity,currstatus,San Diego/Imperial,Declined,Green,"Medium, Declined (Green )",Medium,2.60%
Cajon Valley Union,2015,Filipino,San Diego,Elementary School District,Race/Ethnicity,currstatus,San Diego/Imperial,Increased,Yellow,"Low, Increased (Yellow )",Low,1.30%
Cajon Valley Union,2015,Asian,San Diego,Elementary School District,Race/Ethnicity,currstatus,San Diego/Imperial,Declined,Green,"Low, Declined (Green )",Low,1.20%
Cajon Valley Union,2017,Two or More,San Diego,Elementary School District,Race/Ethnicity,currstatus,San Diego/Imperial,Maintained,Yellow,"Medium, Maintained (Yellow )",Medium,2.80%
Cajon Valley Union,2017,Filipino,San Diego,Elementary School District,Race/Ethnicity,currstatus,San Diego/Imperial,Declined,Green,"Medium, Declined (Green )",Medium,2.50%
Cajon Valley Union,2017,Pacific Isle,San Diego,Elementary School District,Race/Ethnicity,currstatus,San Diego/Imperial,Declined Significantly,Blue,"Low, Declined Significantly (Blue )",Low,1.00%
Cajon Valley Union,2014,Filipino,San Diego,Elementary School District,Race/Ethnicity,priorstatus,San Diego/Imperial,Increased,Yellow,"Low, Increased (Yellow )",Low,0.60%
Cajon Valley Union,2014,Asian,San Diego,Elementary School District,Race/Ethnicity,priorstatus,San Diego/Imperial,Declined,Green,"Low, Declined (Green )",Low,2.90%
Cajon Valley Union,2014,Amer Indian,San Diego,Elementary School District,Race/Ethnicity,priorstatus,San Diego/Imperial,Declined Significantly,Blue,"Very Low, Declined Significantly (Blue )",Very Low,7.80%
Cajon Valley Union,2019,Asian,San Diego,Elementary School District,Race/Ethnicity,currstatus,San Diego/Imperial,Declined,Green,"Low, Declined (Green )",Low,1.30%
Cardiff Elementary,2015,Two or More,San Diego,Elementary School District,Race/Ethnicity,currstatus,San Diego/Imperial,Maintained,Blue,"Very Low, Maintained (Blue )",Very Low,0.00%
Cardiff Elementary,2015,All Students,San Diego,Elementary School District,All Students,currstatus,San Diego/Imperial,Declined,Blue,"Very Low, Declined (Blue )",Very Low,0.00%
Cardiff Elementary,2015,Econ Disadv,San Diego,Elementary School District,Economic Status,currstatus,San Diego/Imperial,Declined,Blue,"Very Low, Declined (Blue )",Very Low,0.00%
Cardiff Elementary,2015,Hispanic,San Diego,Elementary School District,Race/Ethnicity,currstatus,San Diego/Imperial,Declined,Blue,"Very Low, Declined (Blue )",Very Low,0.00%
Cardiff Elementary,2015,White,San Diego,Elementary School District,Race/Ethnicity,currstatus,San Diego/Imperial,Declined,Blue,"Very Low, Declined (Blue )",Very Low,0.00%
Cardiff Elementary,2015,SwD,San Diego,Elementary School District,Disability Status,currstatus,San Diego/Imperial,Declined Significantly,Blue,"Very Low, Declined Significantly (Blue )",Very Low,0.00%
Cardiff Elementary,2019,All Students,San Diego,Elementary School District,All Students,currstatus,San Diego/Imperial,Increased,Green,"Very Low, Increased (Green )",Very Low,0.40%
Cardiff Elementary,2019,White,San Diego,Elementary School District,Race/Ethnicity,currstatus,San Diego/Imperial,Increased,Green,"Very Low, Increased (Green )",Very Low,0.40%
Cardiff Elementary,2019,Hispanic,San Diego,Elementary School District,Race/Ethnicity,currstatus,San Diego/Imperial,Maintained,Blue,"Very Low, Maintained (Blue )",Very Low,0.00%
Cardiff Elementary,2017,Econ Disadv,San Diego,Elementary School District,Economic Status,currstatus,San Diego/Imperial,Maintained,Blue,"Very Low, Maintained (Blue )",Very Low,0.00%
Cardiff Elementary,2017,Hispanic,San Diego,Elementary School District,Race/Ethnicity,currstatus,San Diego/Imperial,Maintained,Blue,"Very Low, Maintained (Blue )",Very Low,0.00%
Cardiff Elementary,2017,Two or More,San Diego,Elementary School District,Race/Ethnicity,currstatus,San Diego/Imperial,Maintained,Blue,"Very Low, Maintained (Blue )",Very Low,0.00%
Cardiff Elementary,2017,All Students,San Diego,Elementary School District,All Students,currstatus,San Diego/Imperial,Declined,Blue,"Very Low, Declined (Blue )",Very Low,0.00%
Cardiff Elementary,2017,SwD,San Diego,Elementary School District,Disability Status,currstatus,San Diego/Imperial,Declined,Blue,"Very Low, Declined (Blue )",Very Low,0.00%
Cardiff Elementary,2019,SwD,San Diego,Elementary School District,Disability Status,currstatus,San Diego/Imperial,Increased,Yellow,"Low, Increased (Yellow )",Low,1.30%
Cardiff Elementary,2019,Econ Disadv,San Diego,Elementary School District,Economic Status,currstatus,San Diego/Imperial,Increased,Yellow,"Low, Increased (Yellow )",Low,0.70%
Cardiff Elementary,2019,Two or More,San Diego,Elementary School District,Race/Ethnicity,currstatus,San Diego/Imperial,Increased,Yellow,"Low, Increased (Yellow )",Low,1.30%
Cardiff Elementary,2014,Amer Indian,San Diego,Elementary School District,Race/Ethnicity,priorstatus,San Diego/Imperial,No Color,No Color,,No Color,0.00%
Cardiff Elementary,2014,Black,San Diego,Elementary School District,Race/Ethnicity,priorstatus,San Diego/Imperial,No Color,No Color,,No Color,0.00%
Cardiff Elementary,2014,Filipino,San Diego,Elementary School District,Race/Ethnicity,priorstatus,San Diego/Imperial,No Color,No Color,,No Color,0.00%
Cardiff Elementary,2014,Pacific Isle,San Diego,Elementary School District,Race/Ethnicity,priorstatus,San Diego/Imperial,No Color,No Color,,No Color,0.00%
Cardiff Elementary,2017,White,San Diego,Elementary School District,Race/Ethnicity,currstatus,San Diego/Imperial,Declined,Blue,"Very Low, Declined (Blue )",Very Low,0.00%
Cardiff Elementary,2018,All Students,San Diego,Elementary School District,All Students,currstatus,San Diego/Imperial,Maintained,Blue,"Very Low, Maintained (Blue )",Very Low,0.00%
Cardiff Elementary,2018,SwD,San Diego,Elementary School District,Disability Status,currstatus,San Diego/Imperial,Maintained,Blue,"Very Low, Maintained (Blue )",Very Low,0.00%
Cardiff Elementary,2018,Econ Disadv,San Diego,Elementary School District,Economic Status,currstatus,San Diego/Imperial,Maintained,Blue,"Very Low, Maintained (Blue )",Very Low,0.00%
Cardiff Elementary,2018,Hispanic,San Diego,Elementary School District,Race/Ethnicity,currstatus,San Diego/Imperial,Maintained,Blue,"Very Low, Maintained (Blue )",Very Low,0.00%
Cardiff Elementary,2018,Two or More,San Diego,Elementary School District,Race/Ethnicity,currstatus,San Diego/Imperial,Maintained,Blue,"Very Low, Maintained (Blue )",Very Low,0.00%
Cardiff Elementary,2018,White,San Diego,Elementary School District,Race/Ethnicity,currstatus,San Diego/Imperial,Maintained,Blue,"Very Low, Maintained (Blue )",Very Low,0.00%
Cardiff Elementary,2014,Asian,San Diego,Elementary School District,Race/Ethnicity,priorstatus,San Diego/Imperial,No Color,No Color,,No Color,0.00%
Cardiff Elementary,2014,Two or More,San Diego,Elementary School District,Race/Ethnicity,priorstatus,San Diego/Imperial,Maintained,Blue,"Very Low, Maintained (Blue )",Very Low,0.00%
Cardiff Elementary,2014,All Students,San Diego,Elementary School District,All Students,priorstatus,San Diego/Imperial,Declined,Blue,"Very Low, Declined (Blue )",Very Low,0.80%
Cardiff Elementary,2014,Econ Disadv,San Diego,Elementary School District,Economic Status,priorstatus,San Diego/Imperial,Declined,Blue,"Very Low, Declined (Blue )",Very Low,0.90%
Cardiff Elementary,2014,Hispanic,San Diego,Elementary School District,Race/Ethnicity,priorstatus,San Diego/Imperial,Declined,Blue,"Very Low, Declined (Blue )",Very Low,1.40%
Cardiff Elementary,2014,White,San Diego,Elementary School District,Race/Ethnicity,priorstatus,San Diego/Imperial,Declined,Blue,"Very Low, Declined (Blue )",Very Low,0.70%
Cardiff Elementary,2014,SwD,San Diego,Elementary School District,Disability Status,priorstatus,San Diego/Imperial,Declined Significantly,Blue,"Very Low, Declined Significantly (Blue )",Very Low,2.60%
Cardiff Elementary,2016,Econ Disadv,San Diego,Elementary School District,Economic Status,priorstatus,San Diego/Imperial,Maintained,Blue,"Very Low, Maintained (Blue )",Very Low,0.00%
